Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent
10531.0,415.105987548828,171.48844909668,78.9014511108398,0.887868285179138,10796.0,0.60125607252121
10866.0,404.358001708984,163.932357788086,85.3253631591797,0.853866994380951,11039.0,0.628673911094666
12382.0,453.049987792969,187.106994628906,85.7300796508789,0.888855576515198,12771.0,0.613456189632416
18313.0,538.497985839844,222.464248657227,106.184745788574,0.878734171390533,18724.0,0.624420344829559
13054.0,478.453002929688,203.219635009766,83.0808486938477,0.912613749504089,13329.0,0.799877464771271
11355.0,428.992004394531,172.281265258789,85.3694915771484,0.868594288825989,11690.0,0.614248633384705
11735.0,453.518005371094,194.104843139648,78.0198745727539,0.915662884712219,11956.0,0.715330719947815
12231.0,450.558990478516,187.542144775391,84.0381011962891,0.893982172012329,12504.0,0.707157731056213
13170.0,472.101989746094,200.195434570313,84.8755187988281,0.905679404735565,13383.0,0.544935464859009
14975.0,508.078002929688,212.556427001953,91.2747650146484,0.903107643127441,15482.0,0.631377041339874
11491.0,440.468994140625,183.995330810547,80.8708724975586,0.898229479789734,11819.0,0.664988398551941
13316.0,445.049987792969,179.455123901367,95.0330657958984,0.848269641399384,13517.0,0.814135491847992
13117.0,451.868011474609,173.720901489258,98.3062210083008,0.824483513832092,13453.0,0.655620515346527
13115.0,461.036010742188,195.018737792969,86.7828369140625,0.895531833171845,13381.0,0.738457202911377
11119.0,415.023986816406,171.281509399414,83.1796188354492,0.874163866043091,11346.0,0.6323361992836
14142.0,470.713012695313,180.698577880859,101.762260437012,0.826347649097443,14709.0,0.702742993831635
14680.0,502.903991699219,217.195007324219,87.0027847290039,0.916264176368713,15000.0,0.580857038497925
11706.0,428.553985595703,175.849594116211,85.5458374023438,0.873696386814117,11944.0,0.622328519821167
11592.0,428.427001953125,177.621505737305,83.7383499145508,0.881896734237671,11764.0,0.752727270126343
13760.0,474.18798828125,198.391555786133,89.0460510253906,0.893612205982208,13989.0,0.633750915527344
12153.0,451.210998535156,187.769195556641,83.6488342285156,0.895288109779358,12497.0,0.706487596035004
13342.0,488.269989013672,208.665512084961,83.1663513183594,0.917140960693359,13703.0,0.525938212871552
11900.0,442.423004150391,184.060943603516,83.1640472412109,0.892104625701904,12119.0,0.603877007961273
12354.0,453.089996337891,192.006744384766,82.8737030029297,0.902056157588959,12602.0,0.657617390155792
13840.0,476.901000976563,201.625686645508,88.2425003051758,0.899142980575562,14205.0,0.630581378936768
14276.0,492.839996337891,208.876953125,88.1210861206055,0.906651496887207,14706.0,0.582456111907959
12754.0,450.723999023438,186.267349243164,88.7173004150391,0.879288196563721,13063.0,0.801634192466736
10965.0,416.627014160156,171.809951782227,82.712287902832,0.876491487026215,11167.0,0.660542190074921
14038.0,496.611999511719,211.564987182617,86.052490234375,0.913542807102203,14389.0,0.540172398090363
11180.0,425.497009277344,177.018585205078,81.5625152587891,0.887526452541351,11353.0,0.579394698143005
12417.0,455.0830078125,187.295211791992,85.6113739013672,0.88941878080368,12851.0,0.658761739730835
12362.0,448.111999511719,181.0390625,88.5260772705078,0.872290074825287,12720.0,0.632780492305756
14017.0,491.097991943359,212.428359985352,84.6909484863281,0.917090117931366,14287.0,0.762124836444855
11150.0,416.898986816406,168.020248413086,85.602165222168,0.860485255718231,11420.0,0.72572249174118
9961.0,397.929992675781,166.00798034668,77.4435882568359,0.884518444538117,10130.0,0.627978801727295
12075.0,434.660003662109,179.197143554688,86.4906921386719,0.875809669494629,12229.0,0.603086590766907
13154.0,451.56201171875,179.953598022461,94.3138122558594,0.851656258106232,13428.0,0.650222420692444
15192.0,494.889007568359,208.724487304688,93.3806762695313,0.894340336322784,15410.0,0.62647420167923
14500.0,504.067993164063,218.905029296875,85.1411666870117,0.921262621879578,14864.0,0.619896531105042
10102.0,411.808013916016,176.813766479492,74.266731262207,0.907511174678803,10350.0,0.577917635440826
11029.0,415.048004150391,176.214767456055,80.0140533447266,0.890965402126312,11182.0,0.630588889122009
16138.0,531.059020996094,224.347213745117,92.9473342895508,0.910139799118042,16482.0,0.539660274982452
13335.0,469.713989257813,199.297225952148,85.9123840332031,0.902315318584442,13657.0,0.616789996623993
14656.0,494.311004638672,206.020065307617,91.7309722900391,0.895404994487763,15072.0,0.615436315536499
11016.0,421.100006103516,173.156005859375,82.3268203735352,0.87974339723587,11302.0,0.781609177589417
12419.0,439.157012939453,175.854064941406,90.9118499755859,0.856001555919647,12675.0,0.623819589614868
16037.0,523.914001464844,223.0234375,92.5474395751953,0.909836292266846,16404.0,0.801048934459686
9577.0,404.544006347656,166.900756835938,74.350959777832,0.895291864871979,9855.0,0.612261831760407
12959.0,455.266998291016,181.20979309082,92.4475936889648,0.860074281692505,13375.0,0.622191309928894
11764.0,430.183990478516,171.966735839844,88.3549041748047,0.857915580272675,12010.0,0.626911818981171
15929.0,513.940002441406,212.657516479492,96.9979934692383,0.889916718006134,16293.0,0.725860118865967
11660.0,433.308990478516,178.638580322266,84.4865875244141,0.881090819835663,11974.0,0.61791205406189
15636.0,504.182006835938,212.136245727539,94.4893112182617,0.895322680473328,15927.0,0.744997143745422
13092.0,465.43701171875,197.041870117188,85.8356399536133,0.900130033493042,13369.0,0.768851280212402
12765.0,460.346008300781,196.390548706055,83.8989715576172,0.904154896736145,13139.0,0.574353218078613
11102.0,425.971008300781,174.851104736328,81.7440338134766,0.883989632129669,11333.0,0.70159250497818
12025.0,447.226989746094,184.914642333984,84.1479721069336,0.890458822250366,12373.0,0.64702719449997
13950.0,490.427001953125,209.651168823242,85.3592529296875,0.913361787796021,14158.0,0.550295829772949
11285.0,425.755004882813,175.424392700195,82.9513854980469,0.881136894226074,11525.0,0.75028258562088
12280.0,444.423004150391,182.707244873047,86.7157974243164,0.880192935466766,12565.0,0.663389325141907
12744.0,467.924987792969,200.612167358398,81.7065048217773,0.913300693035126,13047.0,0.714509963989258
12907.0,465.342010498047,195.654968261719,84.8821792602539,0.900991857051849,13151.0,0.573338687419891
11149.0,416.890991210938,167.292129516602,86.6996154785156,0.855227470397949,11323.0,0.690896689891815
9154.0,383.677001953125,158.317367553711,74.5600128173828,0.882158398628235,9346.0,0.74750941991806
11165.0,424.161010742188,174.631530761719,82.3162078857422,0.881935119628906,11467.0,0.642109513282776
10488.0,416.609008789063,175.397888183594,77.3137054443359,0.897610068321228,10720.0,0.717569768428803
9593.0,396.049987792969,162.590728759766,75.9991760253906,0.884032070636749,9828.0,0.744798123836517
13811.0,482.298004150391,206.714752197266,85.7366180419922,0.909931719303131,14000.0,0.555931270122528
12580.0,479.217010498047,208.423751831055,77.7403411865234,0.927834630012512,12879.0,0.573068499565125
