Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Extent
13302.0,482.690002441406,209.397109985352,81.748908996582,13827.0,0.595327615737915
11571.0,432.670989990234,183.705596923828,80.5602035522461,11741.0,0.662221729755402
11226.0,425.013000488281,180.234283447266,79.7939147949219,11414.0,0.713078856468201
12692.0,447.739013671875,174.880630493164,94.1607894897461,13148.0,0.645706117153168
15746.0,503.230987548828,204.874435424805,99.4487075805664,16171.0,0.753036797046661
15454.0,500.897003173828,208.541595458984,95.3232727050781,15773.0,0.583433985710144
10468.0,427.713989257813,182.204010009766,74.5276565551758,10672.0,0.539921581745148
13782.0,471.131011962891,194.438339233398,90.9784622192383,14000.0,0.596623361110687
14053.0,497.052001953125,216.191864013672,84.1599349975586,14416.0,0.808387041091919
14414.0,476.321014404297,194.859756469727,94.9859466552734,14664.0,0.663872539997101
10381.0,414.18798828125,174.74462890625,77.0795516967773,10556.0,0.607289135456085
14784.0,481.985992431641,200.027160644531,94.9805603027344,15005.0,0.721593141555786
10561.0,405.739013671875,168.938522338867,80.0907974243164,10709.0,0.602246820926666
11440.0,425.816009521484,170.720977783203,87.2554397583008,11750.0,0.66507762670517
16799.0,524.247009277344,218.342559814453,99.1631774902344,17283.0,0.623709797859192
11334.0,433.389007568359,178.989730834961,82.2980422973633,11566.0,0.711577117443085
11626.0,433.238006591797,178.079238891602,84.5631256103516,11972.0,0.589673340320587
13806.0,494.032012939453,212.38688659668,83.9306716918945,14247.0,0.533627092838287
9216.0,384.342010498047,163.291625976563,72.2607955932617,9352.0,0.624771177768707
12155.0,434.274993896484,174.776809692383,89.5015029907227,12388.0,0.802946209907532
12043.0,441.156005859375,175.53205871582,88.6882476806641,12376.0,0.667720139026642
11302.0,418.954010009766,172.089904785156,84.0164260864258,11501.0,0.620035111904144
13518.0,451.162994384766,185.557586669922,93.2959060668945,13741.0,0.781839191913605
15144.0,505.912994384766,212.368881225586,92.0220336914063,15609.0,0.609514594078064
12019.0,439.725006103516,180.436813354492,85.9294357299805,12346.0,0.704018294811249
11961.0,448.565002441406,189.180145263672,81.7864532470703,12275.0,0.753401339054108
14972.0,501.865997314453,208.838424682617,92.8932113647461,15476.0,0.727078497409821
12103.0,446.080993652344,181.471099853516,86.551872253418,12444.0,0.574691355228424
16679.0,528.552001953125,222.779586791992,96.6400680541992,17006.0,0.56917142868042
11580.0,428.709014892578,173.488082885742,86.6391830444336,11921.0,0.74777215719223
11743.0,432.546997070313,175.797927856445,86.1815338134766,12077.0,0.733204305171967
10030.0,414.384002685547,181.600570678711,70.7599487304688,10152.0,0.771894693374634
11220.0,418.549011230469,172.758026123047,83.3267211914063,11380.0,0.606617629528046
15161.0,498.790985107422,208.252044677734,93.8602600097656,15541.0,0.640569567680359
11929.0,439.89599609375,177.005477905273,87.9502868652344,12262.0,0.591716289520264
11231.0,427.6669921875,183.587097167969,78.8617324829102,11427.0,0.721184074878693
15042.0,502.213989257813,212.094375610352,91.2926940917969,15416.0,0.702109754085541
10802.0,424.648010253906,177.296615600586,78.9431915283203,11019.0,0.656098127365112
12723.0,460.880004882813,185.754745483398,89.1693496704102,13302.0,0.674996018409729
13293.0,470.265991210938,197.959350585938,86.0760650634766,13553.0,0.713756442070007
12743.0,442.734985351563,181.139678955078,90.3011856079102,12899.0,0.725105285644531
12597.0,451.542999267578,189.605361938477,85.2310256958008,12858.0,0.681545197963715
11304.0,419.180999755859,171.379119873047,84.6748123168945,11504.0,0.720918357372284
11665.0,430.440002441406,172.601287841797,87.7052230834961,11972.0,0.610221803188324
12583.0,451.819000244141,180.217330932617,90.5642166137695,12901.0,0.607845008373261
13819.0,487.670013427734,207.970764160156,86.187744140625,14181.0,0.569691240787506
11618.0,434.177001953125,179.415451049805,83.3463821411133,11820.0,0.616764903068543
14149.0,474.951995849609,195.355102539063,93.3352661132813,14454.0,0.605693519115448
13950.0,476.337005615234,193.635238647461,92.9441680908203,14280.0,0.715641498565674
13848.0,492.910003662109,207.014572143555,86.9844436645508,14383.0,0.668791651725769
11074.0,426.524993896484,182.831893920898,77.6991424560547,11291.0,0.744821071624756
13907.0,485.720001220703,202.581085205078,89.2024230957031,14358.0,0.555724263191223
15636.0,513.226989746094,214.383560180664,93.9777603149414,15913.0,0.566275537014008
11063.0,418.774993896484,171.653778076172,83.659553527832,11318.0,0.803413212299347
11115.0,424.730010986328,177.785415649414,80.5449447631836,11318.0,0.734633207321167
12916.0,471.196014404297,201.002914428711,82.6547393798828,13199.0,0.557036280632019
12467.0,467.205993652344,199.80615234375,80.19140625,12900.0,0.787058055400848
14577.0,489.907989501953,204.84602355957,91.2334747314453,14870.0,0.781399071216583
10536.0,425.367004394531,182.950210571289,73.8676528930664,10704.0,0.75042736530304
15236.0,497.277008056641,209.161560058594,94.065299987793,15563.0,0.763709247112274
12161.0,430.587005615234,171.624755859375,92.0913848876953,12460.0,0.688696324825287
10919.0,413.080993652344,167.126007080078,84.2185821533203,11120.0,0.639885127544403
12092.0,449.188995361328,192.579498291016,80.4222793579102,12298.0,0.583928942680359
13315.0,476.203002929688,205.188613891602,83.0610198974609,13510.0,0.551574170589447
11146.0,425.959991455078,179.801177978516,79.5625534057617,11302.0,0.581065595149994
14601.0,505.248992919922,215.934387207031,86.7587203979492,14991.0,0.668543934822083
11480.0,422.549011230469,171.271057128906,86.8359603881836,11781.0,0.648221373558044
10304.0,416.561004638672,174.274230957031,76.1843948364258,10541.0,0.612240076065064
11919.0,434.263000488281,175.564178466797,87.8467330932617,12152.0,0.609636306762695
13167.0,466.664001464844,197.125061035156,86.2164077758789,13448.0,0.58099102973938
12405.0,437.085998535156,178.093658447266,89.9607696533203,12615.0,0.810148894786835
9120.0,383.572998046875,158.462707519531,74.1576766967773,9293.0,0.617635130882263
10134.0,406.045013427734,167.605514526367,78.0408554077148,10358.0,0.587308049201965
15452.0,513.262023925781,220.039077758789,90.5523376464844,15775.0,0.781193137168884
13503.0,477.243988037109,201.17170715332,87.362419128418,13743.0,0.563188195228577
11335.0,426.584014892578,172.746994018555,85.1207656860352,11618.0,0.666764676570892
9070.0,375.093994140625,156.984893798828,74.2294235229492,9233.0,0.737398386001587
12235.0,443.455993652344,187.662536621094,83.7517242431641,12442.0,0.658326625823975
12888.0,467.197998046875,199.15641784668,83.2889251708984,13222.0,0.725839138031006
11451.0,426.247009277344,176.121795654297,84.3553161621094,11666.0,0.60848081111908
15953.0,522.185974121094,220.755233764648,93.0420989990234,16307.0,0.789361715316773
13282.0,470.257995605469,199.711380004883,85.1011810302734,13513.0,0.671622157096863
12840.0,454.404998779297,184.815185546875,89.9216232299805,13185.0,0.72665536403656
12720.0,449.623992919922,178.614776611328,92.7516860961914,13095.0,0.743859648704529
12271.0,443.786987304688,179.837692260742,87.7416915893555,12510.0,0.623526394367218
10561.0,417.933013916016,172.890716552734,79.5229034423828,10804.0,0.647914111614227
12094.0,432.390991210938,173.418807983398,89.6716003417969,12318.0,0.63786917924881
