Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Extent
12819.0,472.690002441406,202.344024658203,81.2073059082031,13137.0,0.65396386384964
16199.0,511.227996826172,210.001647949219,99.4177551269531,16637.0,0.738264501094818
11935.0,464.933013916016,196.535049438477,79.7229919433594,12358.0,0.566633403301239
11870.0,432.298004150391,177.364822387695,86.7665863037109,12143.0,0.770829260349274
11378.0,426.614013671875,179.392211914063,81.9714736938477,11535.0,0.596800446510315
14195.0,488.459991455078,203.512710571289,89.9586563110352,14555.0,0.717353940010071
11780.0,444.992004394531,190.96028137207,78.8517379760742,11956.0,0.780701160430908
13062.0,469.424011230469,200.628829956055,83.2746200561523,13279.0,0.663214027881622
11973.0,436.183013916016,177.134170532227,87.4583206176758,12197.0,0.598889529705048
12489.0,444.007995605469,175.329742431641,92.4818115234375,12853.0,0.744234561920166
10863.0,411.622009277344,168.271423339844,83.1652755737305,11057.0,0.702833831310272
11889.0,439.989013671875,186.107849121094,82.1430435180664,12096.0,0.797705292701721
12198.0,432.027008056641,176.99543762207,88.5676879882813,12400.0,0.749493062496185
11518.0,428.709991455078,175.936080932617,84.2515563964844,11754.0,0.660397887229919
11380.0,423.614990234375,172.173889160156,85.6572952270508,11620.0,0.673173606395721
12991.0,472.829010009766,196.896835327148,85.4954299926758,13380.0,0.736451268196106
11486.0,420.852996826172,175.257507324219,83.8640823364258,11615.0,0.776500821113586
12331.0,441.440002441406,175.609924316406,90.8254318237305,12617.0,0.61939924955368
14105.0,496.227996826172,209.275421142578,86.9419479370117,14567.0,0.603706538677216
15557.0,514.536987304688,214.075119018555,93.8538970947266,15942.0,0.695564687252045
12878.0,459.60400390625,192.172271728516,85.9566879272461,13213.0,0.576248407363892
11070.0,419.403015136719,173.575042724609,82.1542129516602,11266.0,0.6005859375
9621.0,408.717010498047,175.73356628418,70.4501800537109,9779.0,0.516425132751465
12387.0,449.135986328125,185.402755737305,86.0503845214844,12662.0,0.716425657272339
11291.0,432.64599609375,177.012725830078,82.5671920776367,11586.0,0.652658939361572
12730.0,462.369995117188,192.693618774414,85.3343048095703,13160.0,0.633711695671082
14277.0,492.031005859375,213.299621582031,85.5183715820313,14481.0,0.54252165555954
