Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Extent
11309.0,427.657989501953,176.281463623047,83.0457000732422,11508.0,0.812428176403046
11329.0,414.617004394531,168.913497924805,86.1217575073242,11540.0,0.784122347831726
11303.0,423.954986572266,173.836959838867,83.3764877319336,11527.0,0.619682013988495
12345.0,440.196014404297,180.389373779297,88.1568603515625,12591.0,0.733685970306397
12618.0,457.898010253906,193.815719604492,83.4773559570313,12851.0,0.582225918769836
14115.0,483.779998779297,206.841873168945,88.0686492919922,14312.0,0.747656106948853
13932.0,462.022003173828,187.780288696289,95.7806015014648,14180.0,0.704918026924133
17135.0,525.93798828125,217.72834777832,101.154624938965,17471.0,0.593728363513947
11125.0,420.209014892578,173.171936035156,82.7781829833984,11408.0,0.642135620117188
13919.0,482.348999023438,204.294250488281,87.654052734375,14274.0,0.748977601528168
10736.0,416.799987792969,176.13525390625,78.6436233520508,10930.0,0.79809695482254
12397.0,435.949005126953,174.231689453125,91.8964767456055,12761.0,0.643064618110657
10191.0,403.218994140625,168.609024047852,77.5280532836914,10352.0,0.797293066978455
12563.0,444.868988037109,183.223754882813,88.0494766235352,12767.0,0.766971945762634
10044.0,410.191009521484,168.553100585938,77.0796585083008,10317.0,0.757466077804565
12044.0,449.1669921875,188.363250732422,82.4944534301758,12342.0,0.568381309509277
14071.0,479.092987060547,197.404968261719,92.3009872436523,14398.0,0.598995387554169
11960.0,440.941986083984,182.053436279297,84.7226638793945,12191.0,0.62650603055954
12405.0,437.085998535156,178.093658447266,89.9607696533203,12615.0,0.810148894786835
10949.0,420.170013427734,176.249526977539,79.8909225463867,11132.0,0.579005837440491
15777.0,515.684020996094,218.6982421875,93.2050933837891,16111.0,0.567191541194916
14947.0,506.651000976563,214.344314575195,89.5269012451172,15364.0,0.562996745109558
11355.0,428.992004394531,172.281265258789,85.3694915771484,11690.0,0.614248633384705
11828.0,437.907012939453,184.957260131836,82.3454360961914,12020.0,0.616426944732666
11983.0,432.438995361328,172.424942016602,89.3390350341797,12238.0,0.700842201709747
10296.0,415.751007080078,172.332870483398,77.0607452392578,10514.0,0.610893547534943
12072.0,452.261993408203,192.721908569336,80.2883682250977,12342.0,0.694152176380158
11759.0,426.138000488281,173.689071655273,87.1820220947266,11941.0,0.693664491176605
14918.0,500.27099609375,210.424606323242,91.2105407714844,15185.0,0.640725016593933
16431.0,509.385009765625,208.052871704102,101.961486816406,16875.0,0.732219278812408
15107.0,488.865997314453,205.215209960938,94.3698196411133,15322.0,0.787232935428619
12526.0,441.329986572266,179.246246337891,90.1546783447266,12768.0,0.718893468379974
10974.0,413.5,170.567825317383,83.2448806762695,11142.0,0.764099717140198
13066.0,458.261993408203,186.345855712891,90.9014587402344,13315.0,0.614812731742859
14400.0,486.899993896484,200.137710571289,93.2465133666992,14714.0,0.618131875991821
13313.0,470.907012939453,198.214935302734,86.2721252441406,13560.0,0.576969742774963
13650.0,475.242004394531,199.326080322266,87.9747085571289,13859.0,0.572135150432587
12220.0,436.981994628906,171.410919189453,92.1452255249023,12653.0,0.623978734016419
10286.0,406.713012695313,171.050674438477,77.4487228393555,10469.0,0.618446350097656
10468.0,427.713989257813,182.204010009766,74.5276565551758,10672.0,0.539921581745148
12942.0,441.743988037109,175.55924987793,95.2850112915039,13310.0,0.701691627502441
13138.0,470.415008544922,203.862823486328,82.9842147827148,13361.0,0.810987651348114
12974.0,460.4169921875,191.325775146484,87.2857055664063,13310.0,0.677210569381714
12663.0,468.223999023438,199.697494506836,81.6162033081055,12979.0,0.623393893241882
14261.0,496.359008789063,208.851974487305,88.2422103881836,14763.0,0.695658564567566
15714.0,501.154998779297,205.013305664063,99.2755432128906,16074.0,0.733887553215027
12538.0,452.660003662109,188.805282592773,86.1097183227539,12846.0,0.684164583683014
10221.0,405.299987792969,168.633743286133,78.042610168457,10368.0,0.602724373340607
13289.0,467.315002441406,194.884185791016,87.8141174316406,13628.0,0.695395052433014
10519.0,406.756011962891,169.01904296875,80.3722839355469,10684.0,0.60544490814209
11242.0,427.252014160156,180.303482055664,80.2529754638672,11402.0,0.770211040973663
11544.0,421.846008300781,170.345825195313,87.4175033569336,11800.0,0.656505942344666
14407.0,482.795989990234,202.832336425781,91.1919250488281,14671.0,0.742628872394562
11447.0,419.619995117188,163.920532226563,91.2741470336914,11831.0,0.732983291149139
15141.0,505.420989990234,209.593597412109,93.0923767089844,15559.0,0.6576302886009218
15371.0,497.665008544922,212.748931884766,92.4655685424805,15587.0,0.812077343463898
15204.0,510.486999511719,216.316864013672,90.8539505004883,15535.0,0.562111794948578
